total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,cityCenters_nearest,days_exposition
14,5700000.0,57.0,2017-04-27T00:00:00,3,,5.0,41.0,3,False,False,False,8.0,0.0,Санкт-Петербург,5729.0,123.0
10,4930000.0,39.3,2018-03-28T00:00:00,1,2.75,23.0,14.3,22,False,False,False,9.7,0.0,Санкт-Петербург,13056.0,128.0
6,3650000.0,38.5,2018-02-01T00:00:00,1,2.65,12.0,20.0,11,False,False,False,10.2,0.0,Санкт-Петербург,17159.0,58.0
4,2870000.0,32.8,2018-04-01T00:00:00,1,,9.0,15.0,8,False,False,False,9.7,0.0,деревня Кудрово,,20.0
5,4700000.0,34.0,2018-10-25T00:00:00,1,2.8,18.0,16.0,6,False,False,False,11.0,2.0,Кудрово,,13.0
7,4050000.0,39.0,2018-11-01T00:00:00,1,2.65,12.0,20.0,5,False,False,False,8.3,0.0,Санкт-Петербург,14648.0,41.0
16,5550000.0,66.0,2016-06-25T00:00:00,3,2.55,12.0,42.5,3,False,False,False,10.3,1.0,Санкт-Петербург,12227.0,114.0
14,2800000.0,44.2,2018-09-25T00:00:00,2,2.5,5.0,27.9,3,False,False,False,5.2,0.0,посёлок городского типа Рощино,,175.00000000000003
16,2900000.0,30.1,2018-10-22T00:00:00,1,2.5,5.0,17.0,5,False,False,False,5.3,3.0,посёлок Песочный,26332.0,169.0
16,5800000.0,62.2,2018-11-26T00:00:00,3,2.55,9.0,39.5,6,False,False,False,10.0,0.0,Санкт-Петербург,15336.0,95.0
7,8300000.0,86.6,2017-04-20T00:00:00,4,,5.0,61.2,2,False,False,False,9.4,4.0,Санкт-Петербург,15168.0,502.0
14,3400000.0,28.0,2017-09-08T00:00:00,1,,12.0,,11,False,False,False,5.0,1.0,Санкт-Петербург,16047.0,50.0
16,11400000.0,92.0,2017-11-27T00:00:00,3,,24.0,55.0,5,False,False,False,13.0,2.0,Санкт-Петербург,12099.0,24.000000000000004
8,13000000.0,93.0,2015-02-19T00:00:00,3,,16.0,82.0,4,False,False,False,14.5,1.0,Санкт-Петербург,7055.0,516.0
14,3180000.0,49.0,2018-03-26T00:00:00,2,2.5,5.0,27.5,3,False,False,False,8.7,0.0,посёлок городского типа Лебяжье,,378.00000000000006
0,2800000.0,29.54,2016-09-30T00:00:00,1,,5.0,16.6,3,False,False,False,5.33,0.0,Пушкин,26989.0,163.0
17,4990000.0,64.1,2018-03-26T00:00:00,3,2.6,10.0,39.2,5,False,False,False,9.4,5.0,Всеволожск,,221.0
14,5800000.0,38.0,2016-05-29T00:00:00,1,,16.0,19.0,16,False,False,False,7.5,2.0,Санкт-Петербург,7211.0,60.0
3,4500000.0,46.6,2017-07-11T00:00:00,1,2.6,17.0,15.9,1,False,False,False,10.8,0.0,Санкт-Петербург,11101.0,153.0
4,2400000.0,35.0,2016-12-09T00:00:00,1,2.5,5.0,17.0,2,False,False,False,8.6,1.0,Тосно,,449.0
4,6650000.0,63.5,2018-02-01T00:00:00,2,,21.0,37.0,13,False,False,False,11.0,0.0,Санкт-Петербург,12437.0,125.0
8,6750000.0,74.0,2017-06-06T00:00:00,3,2.6,10.0,44.0,5,False,False,False,8.3,2.0,Санкт-Петербург,23102.0,382.00000000000006
9,3090000.0,35.4,2017-11-21T00:00:00,1,,5.0,13.1,5,False,False,False,11.0,1.0,Санкт-Петербург,25599.0,45.00000000000001
7,3498000.0,52.8,2018-01-01T00:00:00,2,2.75,5.0,35.7,2,False,False,False,5.3,0.0,Колпино,34278.0,59.0
4,3900000.0,45.0,2019-01-08T00:00:00,1,2.5,9.0,,7,False,False,False,14.0,2.0,Санкт-Петербург,18312.0,16.0
6,5900000.0,83.3,2017-10-12T00:00:00,3,2.8,12.0,46.1,4,False,False,False,9.4,2.0,Гатчина,,280.0
0,4700000.0,39.4,2015-12-05T00:00:00,2,3.16,6.0,26.0,1,False,False,False,8.9,0.0,Санкт-Петербург,3555.0,318.0
11,2580000.0,66.2,2019-03-06T00:00:00,3,,9.0,41.9,6,False,False,False,7.5,2.0,Волхов,,
7,4050000.0,45.0,2017-11-01T00:00:00,2,,5.0,29.0,2,False,False,False,6.0,0.0,Санкт-Петербург,10658.0,184.00000000000003
14,5990000.0,43.5,2019-03-05T00:00:00,1,2.7,17.0,11.6,17,False,False,False,20.0,0.0,Санкт-Петербург,11004.0,30.0
13,3350000.0,68.4,2017-01-24T00:00:00,2,,5.0,39.9,4,False,False,False,10.0,0.0,Шлиссельбург,,484.0
9,2550000.0,40.0,2017-11-10T00:00:00,1,,10.0,19.9,7,False,False,False,11.0,1.0,поселок городского типа имени Свердлова,,74.0
10,6200000.0,55.6,2017-05-04T00:00:00,1,3.1,10.0,23.5,9,False,False,False,15.2,2.0,Санкт-Петербург,11479.0,22.000000000000004
0,6700000.0,75.0,2017-06-24T00:00:00,3,,7.0,51.0,1,False,False,False,9.5,0.0,Санкт-Петербург,5761.0,102.0
0,7750000.0,40.9,2016-07-04T00:00:00,1,3.0,10.0,17.43,3,False,False,False,12.85,2.0,Санкт-Петербург,4599.0,64.0
9,3450000.0,46.0,2018-06-15T00:00:00,2,2.5,9.0,28.0,1,False,False,False,7.5,0.0,Колпино,32018.0,80.0
6,4650000.0,51.3,2017-04-06T00:00:00,2,,16.0,29.3,8,False,False,False,7.9,0.0,Санкт-Петербург,12179.0,168.0
0,6600000.0,80.0,2016-04-20T00:00:00,3,,7.0,39.0,7,False,False,False,10.6,0.0,Санкт-Петербург,4628.0,89.00000000000001
1,4600000.0,37.6,2018-02-28T00:00:00,1,3.1,9.0,17.4,9,False,False,False,10.6,1.0,Санкт-Петербург,15092.0,7.0
6,4900000.0,71.5,2016-03-28T00:00:00,2,2.55,16.0,29.7,10,False,False,False,14.0,1.0,посёлок Мурино,,834.0
7,4990000.0,56.0,2016-05-31T00:00:00,3,2.5,5.0,37.0,4,False,False,False,6.0,0.0,Санкт-Петербург,10645.0,92.0
10,13500000.0,96.9,2018-08-06T00:00:00,3,3.2,7.0,67.3,3,False,False,False,14.8,0.0,Санкт-Петербург,387.0,14.0
11,2850000.0,40.0,2018-07-25T00:00:00,1,2.55,10.0,18.5,9,False,False,False,10.7,0.0,посёлок городского типа имени Свердлова,,54.0
18,2900000.0,57.0,2017-10-04T00:00:00,2,2.5,5.0,33.0,3,False,False,False,9.0,2.0,посёлок Мичуринское,,
7,42000000.0,224.3,2017-11-22T00:00:00,5,,5.0,154.7,4,False,False,False,25.3,0.0,Санкт-Петербург,5389.0,90.00000000000001
6,4070000.0,36.3,2018-09-26T00:00:00,1,,25.0,17.1,7,False,False,False,10.4,2.0,Санкт-Петербург,25406.0,37.0
15,6500000.0,67.0,2017-11-29T00:00:00,2,2.51,12.0,,8,False,False,False,,0.0,Санкт-Петербург,15890.0,8.0
17,5999000.0,66.0,2017-11-10T00:00:00,3,,25.0,30.0,15,False,False,False,12.5,2.0,посёлок Шушары,17231.0,89.00000000000001
2,3600000.0,61.0,2017-12-10T00:00:00,2,,9.0,31.5,8,False,False,False,14.2,5.0,Кировск,,7.0
10,3800000.0,74.0,2016-04-19T00:00:00,3,,5.0,50.0,1,False,False,False,8.0,0.0,Тосно,,411.0
13,9000000.0,91.1,2019-02-24T00:00:00,3,2.65,17.0,51.6,16,False,False,False,14.0,0.0,Санкт-Петербург,14964.0,
8,12490000.0,114.0,2017-10-24T00:00:00,4,2.8,16.0,68.0,1,False,False,False,15.0,0.0,Санкт-Петербург,13874.0,
10,4220000.0,32.0,2019-03-15T00:00:00,1,,5.0,18.0,3,False,False,False,6.0,0.0,Санкт-Петербург,6109.0,45.00000000000001
9,3850000.0,45.0,2018-10-26T00:00:00,2,2.5,5.0,30.5,4,False,False,False,7.0,1.0,Санкт-Петербург,16207.0,95.0
15,12750000.0,102.0,2018-10-17T00:00:00,3,2.8,7.0,61.0,4,True,False,False,12.0,5.0,Колпино,31886.0,172.0
20,3450000.0,37.6,2018-03-12T00:00:00,1,,7.0,18.1,6,False,False,False,8.4,0.0,посёлок Шушары,18011.0,173.0
2,4050000.0,39.6,2018-03-23T00:00:00,1,,25.0,20.0,9,False,False,False,10.4,0.0,Санкт-Петербург,9798.0,47.00000000000001
15,15000000.0,63.3,2019-04-26T00:00:00,1,3.32,4.0,29.2,3,False,False,False,16.6,0.0,Санкт-Петербург,2254.0,
5,7200000.0,58.0,2017-08-17T00:00:00,3,,12.0,41.0,6,False,False,False,7.0,0.0,Санкт-Петербург,7791.0,20.0
12,4300000.0,53.0,2015-04-13T00:00:00,2,,5.0,31.0,1,False,False,False,10.0,0.0,Петергоф,32539.0,1114.0
4,5602774.0,81.9,2017-03-21T00:00:00,3,2.75,23.0,45.6,13,False,False,False,15.5,0.0,Санкт-Петербург,17405.0,371.00000000000006
10,6350000.0,81.2,2017-04-14T00:00:00,3,3.0,5.0,54.0,5,False,False,False,9.51,1.0,Санкт-Петербург,7832.0,110.0
5,3750000.0,45.69,2016-08-07T00:00:00,2,2.54,5.0,28.9,3,False,False,False,6.4,0.0,Санкт-Петербург,10216.0,595.0
20,36000000.0,123.2,2018-01-14T00:00:00,1,3.0,14.0,31.2,7,False,False,False,58.4,1.0,Санкт-Петербург,6800.0,61.0
11,3900000.0,44.0,2019-02-14T00:00:00,2,2.6,5.0,29.0,2,False,False,False,5.0,0.0,Пушкин,26634.0,7.0
12,6300000.0,83.7,2017-04-20T00:00:00,3,3.18,5.0,59.1,1,False,False,False,8.9,0.0,Колпино,32351.0,475.0
18,15000000.0,89.3,2018-10-19T00:00:00,4,2.95,7.0,63.1,2,False,False,False,10.0,0.0,Санкт-Петербург,4322.0,
11,4570000.0,45.0,2017-08-15T00:00:00,1,2.52,10.0,20.0,1,False,False,False,8.0,0.0,Санкт-Петербург,12820.0,215.0
6,3390000.0,39.0,2016-05-13T00:00:00,1,,16.0,18.0,9,False,False,False,8.0,0.0,Санкт-Петербург,10568.0,69.0
17,5100000.0,49.0,2017-12-08T00:00:00,2,,9.0,,8,False,False,False,,0.0,Сестрорецк,35383.0,46.00000000000001
0,2250000.0,35.24,2017-05-17T00:00:00,1,2.6,12.0,15.62,9,False,False,False,10.34,2.0,городской посёлок Янино-1,,207.0
10,4150000.0,46.0,2018-09-03T00:00:00,2,2.5,9.0,28.3,1,False,False,False,7.2,0.0,Санкт-Петербург,17073.0,70.0
17,2200000.0,30.0,2017-09-25T00:00:00,1,2.5,5.0,17.0,2,False,False,False,6.0,0.0,Красное Село,28748.0,22.000000000000004
11,2300000.0,21.3,2018-03-16T00:00:00,0,,22.0,18.0,1,False,True,False,,2.0,посёлок Мурино,,56.0
1,7545600.0,39.3,2016-06-21T00:00:00,1,,10.0,16.04,3,False,False,False,12.6,0.0,Санкт-Петербург,4599.0,7.0
13,3150000.0,51.7,2017-11-21T00:00:00,2,2.65,17.0,27.4,3,False,False,False,12.5,0.0,посёлок Мурино,,398.0
0,3590000.0,31.3,2017-11-26T00:00:00,1,2.5,9.0,14.5,7,False,False,False,6.3,0.0,Санкт-Петербург,10302.0,11.000000000000002
4,29375000.0,130.21,2016-02-04T00:00:00,3,3.0,9.0,72.79,2,False,False,False,23.71,0.0,Санкт-Петербург,6594.0,159.0
6,3100000.0,43.0,2019-04-20T00:00:00,1,2.7,9.0,20.0,3,False,False,False,12.0,2.0,Тосно,,
11,6700000.0,68.0,2018-03-22T00:00:00,3,2.7,16.0,40.5,13,False,False,False,8.0,0.0,Санкт-Петербург,14702.0,284.0
8,4100000.0,43.0,2017-11-02T00:00:00,2,2.5,5.0,28.0,3,False,False,False,6.5,0.0,Санкт-Петербург,14916.0,209.0
6,6240000.0,58.71,2018-06-16T00:00:00,2,,19.0,31.43,13,False,False,False,12.3,0.0,Санкт-Петербург,17285.0,62.0
16,5400000.0,57.9,2018-02-14T00:00:00,2,2.76,23.0,32.0,3,False,False,False,11.8,2.0,Санкт-Петербург,16788.0,5.0
17,2290000.0,31.7,2017-05-29T00:00:00,1,2.5,5.0,18.5,2,False,False,False,5.5,0.0,посёлок Металлострой,26770.0,56.0
13,5000000.0,57.6,2018-10-12T00:00:00,3,2.6,9.0,35.0,5,False,False,False,6.0,0.0,Санкт-Петербург,12455.0,26.0
20,12890000.0,94.9,2019-04-14T00:00:00,3,,16.0,48.5,7,False,False,False,13.5,0.0,Санкт-Петербург,11553.0,
10,13900000.0,124.0,2017-10-04T00:00:00,4,3.2,6.0,75.0,3,False,False,False,20.0,0.0,Санкт-Петербург,4621.0,103.0
1,3550000.0,30.0,2017-11-16T00:00:00,1,2.6,3.0,17.0,1,False,False,False,5.5,0.0,Пушкин,26602.0,64.0
3,7778000.0,60.75,2018-11-06T00:00:00,2,,25.0,27.0,10,False,False,False,19.42,0.0,Санкт-Петербург,16298.0,40.0
17,5240000.0,63.19,2017-09-16T00:00:00,3,2.57,9.0,42.91,5,False,False,False,6.83,0.0,Санкт-Петербург,15786.0,373.00000000000006
7,1640000.0,30.0,2016-04-18T00:00:00,1,,9.0,16.0,1,False,False,False,6.2,1.0,Кингисепп,,86.0
20,2150000.0,31.4,2017-08-22T00:00:00,1,2.5,4.0,18.7,2,False,False,False,5.0,0.0,поселок городского типа Кузьмоловский,,78.0
6,7000000.0,84.0,2017-07-06T00:00:00,4,2.75,5.0,55.0,5,False,False,False,11.3,0.0,Санкт-Петербург,4833.0,152.0
8,3900000.0,71.5,2016-11-30T00:00:00,3,,7.0,44.9,3,False,False,False,9.2,0.0,Выборг,,472.0
8,8600000.0,65.2,2019-03-07T00:00:00,2,2.75,9.0,31.0,4,False,False,False,13.4,2.0,Санкт-Петербург,15384.0,30.0
6,11000000.0,80.0,2015-08-14T00:00:00,3,2.9,3.0,54.4,3,False,False,False,8.5,0.0,Санкт-Петербург,5194.0,
13,5400000.0,42.0,2017-11-17T00:00:00,1,,5.0,17.0,4,False,False,False,19.0,0.0,Санкт-Петербург,10560.0,47.00000000000001
8,3485000.0,37.0,2018-10-16T00:00:00,1,2.55,6.0,17.9,2,False,False,False,8.4,0.0,Петергоф,34044.0,59.0
7,1748700.0,33.5,2019-01-23T00:00:00,1,,18.0,,2,False,False,False,7.8,0.0,Никольское,,9.0
10,6000000.0,55.7,2019-04-08T00:00:00,2,2.65,16.0,32.7,16,False,False,False,10.0,1.0,Санкт-Петербург,22271.0,
6,1200000.0,41.6,2018-08-04T00:00:00,2,2.45,5.0,28.1,4,False,False,False,6.0,0.0,Лодейное Поле,,137.0
26,5200000.0,59.0,2017-10-25T00:00:00,3,2.55,5.0,43.5,4,False,False,False,7.0,4.0,Санкт-Петербург,10817.0,111.0
20,4400000.0,50.2,2018-08-10T00:00:00,2,2.65,12.0,27.0,12,False,False,False,7.5,0.0,Санкт-Петербург,13335.0,179.00000000000003
11,3695000.0,35.0,2015-11-16T00:00:00,1,2.6,12.0,,2,False,False,False,,0.0,Санкт-Петербург,12113.0,1058.0
15,4100000.0,49.9,2017-08-14T00:00:00,2,2.5,9.0,30.9,8,False,False,False,6.0,1.0,Санкт-Петербург,13223.0,14.0
9,4900000.0,43.0,2017-07-11T00:00:00,1,2.75,14.0,17.6,3,False,False,False,10.5,2.0,Санкт-Петербург,11747.0,211.0
5,4000000.0,46.0,2017-06-07T00:00:00,2,,5.0,35.0,5,False,False,False,6.0,0.0,Санкт-Петербург,14958.0,45.00000000000001
4,9000000.0,60.0,2018-06-19T00:00:00,2,3.45,4.0,32.0,2,False,False,False,9.0,0.0,Санкт-Петербург,5768.0,
15,7000000.0,78.0,2017-07-08T00:00:00,3,3.2,6.0,45.0,3,False,False,False,10.5,0.0,Санкт-Петербург,15178.0,143.0
7,3590000.0,25.0,2019-01-30T00:00:00,1,3.0,5.0,14.8,5,False,False,False,6.0,0.0,Санкт-Петербург,5852.0,35.0
5,3950000.0,44.0,2016-12-22T00:00:00,2,2.5,9.0,27.0,6,False,False,False,6.2,1.0,Санкт-Петербург,12921.0,467.0
1,3685000.0,30.0,2019-02-10T00:00:00,1,2.64,12.0,15.0,9,False,False,False,6.2,0.0,Санкт-Петербург,10414.0,57.0
10,4250000.0,39.2,2018-02-23T00:00:00,1,2.65,12.0,20.1,11,False,False,False,8.3,0.0,Санкт-Петербург,12163.0,61.0
9,3700000.0,64.0,2019-04-28T00:00:00,3,2.6,7.0,36.0,4,False,False,False,9.5,5.0,Никольское,,
9,7700000.0,54.0,2016-10-04T00:00:00,2,3.2,4.0,30.0,3,False,False,False,15.0,0.0,Санкт-Петербург,2297.0,903.0
11,3500000.0,45.0,2016-06-22T00:00:00,2,,5.0,31.7,4,False,False,False,6.0,0.0,Санкт-Петербург,16556.0,65.0
11,9590000.0,97.0,2018-03-13T00:00:00,3,2.6,10.0,52.0,5,False,False,False,14.0,0.0,Санкт-Петербург,16806.0,7.0
16,4985000.0,51.6,2019-04-15T00:00:00,1,,5.0,10.4,5,False,False,False,20.7,0.0,Сертолово,,
16,5800000.0,65.0,2018-11-08T00:00:00,2,2.5,9.0,36.0,9,False,False,False,9.0,0.0,Санкт-Петербург,13188.0,119.0
7,8200000.0,64.0,2019-04-02T00:00:00,2,,6.0,34.9,3,False,False,False,11.5,0.0,Санкт-Петербург,8414.0,14.0
17,10800000.0,80.2,2018-09-20T00:00:00,3,3.0,5.0,56.0,2,False,False,False,9.0,0.0,Санкт-Петербург,8843.0,76.0
13,4200000.0,43.3,2018-10-01T00:00:00,1,2.7,10.0,18.7,3,False,False,False,10.8,2.0,Санкт-Петербург,14308.0,94.0
6,2950000.0,32.0,2017-11-15T00:00:00,1,2.5,15.0,18.0,5,False,False,False,6.5,2.0,Санкт-Петербург,16096.0,66.0
8,5880000.0,46.6,2018-05-28T00:00:00,2,3.3,5.0,33.0,5,False,False,False,8.0,0.0,Санкт-Петербург,3086.0,283.0
20,39900000.0,55.3,2017-10-26T00:00:00,1,3.05,6.0,35.0,4,False,False,False,8.0,4.0,Санкт-Петербург,2136.0,
5,5890000.0,62.0,2018-02-27T00:00:00,2,,25.0,36.0,3,False,False,False,11.0,0.0,Санкт-Петербург,12437.0,13.0
13,4000000.0,73.5,2018-07-09T00:00:00,4,2.5,9.0,48.7,9,False,False,False,6.0,1.0,Колпино,31056.0,215.0
9,4800000.0,52.0,2017-10-25T00:00:00,2,,5.0,9.0,2,False,False,False,6.0,1.0,Санкт-Петербург,13171.0,119.0
11,3500000.0,31.5,2019-02-20T00:00:00,1,2.51,5.0,16.8,4,False,False,False,5.5,0.0,Санкт-Петербург,12595.0,23.000000000000004
5,2850000.0,35.1,2017-11-03T00:00:00,1,,5.0,16.8,2,False,False,False,8.1,2.0,Гатчина,,269.0
2,4998000.0,35.0,2019-02-20T00:00:00,1,2.5,5.0,19.0,1,False,False,False,6.0,0.0,Санкт-Петербург,11396.0,
12,5500000.0,62.6,2017-09-30T00:00:00,2,2.77,17.0,33.0,13,False,False,False,13.4,1.0,Санкт-Петербург,14753.0,28.0
12,5150000.0,58.0,2018-06-19T00:00:00,3,2.6,12.0,38.0,1,False,False,False,8.0,0.0,Санкт-Петербург,12331.0,42.0
9,2100000.0,48.0,2018-07-02T00:00:00,2,,9.0,27.5,6,False,False,False,9.0,0.0,Тихвин,,45.00000000000001
9,6000000.0,81.1,2016-04-29T00:00:00,3,2.84,17.0,51.5,8,False,False,False,14.0,0.0,Санкт-Петербург,14853.0,303.0
14,19700000.0,237.0,2018-03-14T00:00:00,6,,5.0,165.5,4,False,False,False,42.0,0.0,Санкт-Петербург,3791.0,335.0
3,3650000.0,33.3,2019-03-15T00:00:00,1,2.5,12.0,17.5,8,False,False,False,8.0,1.0,Санкт-Петербург,16941.0,
10,2700000.0,80.0,2018-07-07T00:00:00,3,3.0,1.0,45.0,1,False,False,False,15.0,0.0,Луга,,51.0
10,4500000.0,46.0,2017-04-14T00:00:00,1,,12.0,20.0,7,False,False,False,10.0,4.0,Санкт-Петербург,11537.0,232.0
10,5800000.0,42.5,2017-04-14T00:00:00,1,3.12,11.0,18.9,4,False,False,False,8.3,4.0,Санкт-Петербург,5065.0,254.0
20,10300000.0,63.4,2018-10-16T00:00:00,2,2.74,23.0,36.3,22,False,False,False,12.5,0.0,Санкт-Петербург,16268.0,
20,4690000.0,44.4,2017-12-25T00:00:00,1,,10.0,18.6,7,False,False,False,10.3,0.0,Санкт-Петербург,10255.0,73.0
8,12350000.0,73.4,2017-01-09T00:00:00,3,2.77,6.0,50.0,6,False,False,False,13.0,1.0,Санкт-Петербург,1898.0,
8,4300000.0,53.0,2018-12-30T00:00:00,2,,10.0,26.0,10,False,False,False,12.0,0.0,Всеволожск,,10.0
20,7600000.0,51.7,2018-10-09T00:00:00,2,,15.0,30.6,3,False,False,False,10.3,1.0,Санкт-Петербург,13492.0,108.0
13,3700000.0,48.0,2019-02-22T00:00:00,1,2.65,8.0,15.5,1,False,False,False,10.8,0.0,Санкт-Петербург,16219.0,67.0
17,8300000.0,88.4,2018-06-17T00:00:00,3,2.82,20.0,54.9,2,False,False,False,14.2,0.0,Санкт-Петербург,16952.0,75.0
9,3490000.0,33.5,2017-09-01T00:00:00,1,2.57,10.0,13.0,9,False,False,False,8.8,0.0,Санкт-Петербург,11146.0,144.0
18,2200000.0,36.2,2017-01-18T00:00:00,1,,5.0,17.2,1,False,False,False,8.5,0.0,деревня Низино,,631.0
9,5650000.0,66.0,2018-11-17T00:00:00,3,2.5,12.0,42.2,6,False,False,False,10.5,0.0,Санкт-Петербург,11225.0,55.0
13,4500000.0,54.6,2016-11-10T00:00:00,3,,5.0,,5,False,False,False,,1.0,Санкт-Петербург,17233.0,408.0
13,7499000.0,79.5,2018-03-06T00:00:00,3,2.65,16.0,47.4,12,False,False,False,15.0,0.0,Санкт-Петербург,14137.0,224.0
10,7000000.0,61.3,2016-05-17T00:00:00,2,2.75,26.0,36.0,6,False,False,False,11.8,1.0,Санкт-Петербург,21740.0,59.0
4,3720000.0,40.96,2018-08-22T00:00:00,1,,17.0,19.4,10,False,False,False,8.9,0.0,Санкт-Петербург,21614.0,45.00000000000001
16,5400000.0,59.0,2017-11-14T00:00:00,3,2.5,15.0,37.0,9,False,False,False,8.5,0.0,Санкт-Петербург,16472.0,380.00000000000006
9,7000000.0,68.0,2017-04-26T00:00:00,2,3.0,17.0,41.0,2,False,False,False,10.2,2.0,Сестрорецк,33272.0,285.0
11,6650000.0,82.0,2018-05-24T00:00:00,3,,26.0,50.0,8,False,False,False,12.0,0.0,посёлок Парголово,19311.0,210.0
9,60309900.0,200.0,2016-02-20T00:00:00,4,,5.0,126.0,2,False,False,False,26.0,0.0,Санкт-Петербург,3849.0,348.00000000000006
13,8200000.0,81.1,2019-04-26T00:00:00,4,3.4,6.0,59.6,2,False,False,False,11.0,0.0,Санкт-Петербург,4772.0,
8,6450000.0,56.0,2016-12-04T00:00:00,1,3.0,12.0,27.0,6,False,False,False,14.0,2.0,Санкт-Петербург,6303.0,338.0
6,3150000.0,31.5,2019-03-07T00:00:00,1,2.6,4.0,18.5,2,False,False,False,5.2,0.0,Санкт-Петербург,13095.0,28.0
19,17000000.0,130.0,2018-02-24T00:00:00,4,,12.0,,5,False,False,False,,0.0,Санкт-Петербург,13474.0,56.0
5,10900000.0,90.02,2015-05-25T00:00:00,3,,19.0,56.9,8,False,False,False,17.4,2.0,Санкт-Петербург,4844.0,1280.0
4,1250000.0,30.0,2017-06-18T00:00:00,1,2.5,5.0,16.0,4,False,False,False,6.0,0.0,Волхов,,324.0
2,12900000.0,100.0,2018-09-07T00:00:00,3,3.0,17.0,53.0,14,False,False,False,23.0,2.0,Санкт-Петербург,10364.0,61.0
13,5690000.0,41.7,2016-12-29T00:00:00,2,3.2,5.0,23.0,2,False,False,False,7.5,0.0,Санкт-Петербург,3530.0,283.0
8,1750000.0,31.0,2017-06-14T00:00:00,1,,5.0,17.5,5,False,False,False,6.0,0.0,Выборг,,406.0
15,3680000.0,32.72,2018-11-18T00:00:00,1,2.8,12.0,16.11,9,False,False,False,9.57,2.0,Кудрово,,38.0
0,4000000.0,45.3,2017-09-04T00:00:00,2,,5.0,31.0,1,False,False,False,6.3,0.0,Санкт-Петербург,11333.0,22.000000000000004
15,7900000.0,62.8,2018-12-13T00:00:00,2,3.25,5.0,45.2,3,False,False,False,6.7,1.0,Санкт-Петербург,5127.0,
6,5490000.0,53.52,2017-11-22T00:00:00,2,2.75,20.0,28.02,17,False,False,False,11.92,2.0,деревня Кудрово,,90.00000000000001
1,3200000.0,31.0,2018-06-21T00:00:00,1,2.5,9.0,15.4,4,False,False,False,8.0,0.0,Санкт-Петербург,11976.0,13.0
9,7700000.0,69.0,2016-04-15T00:00:00,2,,17.0,36.5,13,False,False,False,12.0,0.0,Санкт-Петербург,13875.0,151.0
15,1450000.0,61.7,2017-02-22T00:00:00,3,2.9,2.0,41.0,1,False,False,False,6.6,0.0,Приозерск,,617.0
19,1650000.0,40.0,2018-01-21T00:00:00,1,,3.0,15.0,2,False,False,False,10.0,0.0,деревня Парицы,,39.0
10,11000000.0,61.0,2017-03-16T00:00:00,2,3.05,5.0,46.0,2,False,False,False,11.0,0.0,Санкт-Петербург,4128.0,543.0
15,3795000.0,69.1,2017-12-11T00:00:00,3,2.7,5.0,42.7,2,False,False,False,8.5,0.0,городской посёлок Виллози,,168.0
18,7000000.0,63.0,2016-06-25T00:00:00,2,,7.0,30.0,1,False,False,False,8.0,0.0,Санкт-Петербург,7776.0,98.0
11,4590000.0,54.0,2017-08-03T00:00:00,2,2.7,16.0,27.0,3,False,False,False,10.0,2.0,Санкт-Петербург,16558.0,67.0
11,4000000.0,33.8,2015-10-17T00:00:00,1,2.75,19.0,16.9,2,False,False,False,8.8,2.0,Санкт-Петербург,17092.0,797.0
6,14900000.0,120.0,2019-04-14T00:00:00,5,3.4,5.0,88.0,2,False,False,False,,0.0,Санкт-Петербург,4195.0,
10,9300000.0,76.2,2017-03-09T00:00:00,2,3.2,4.0,24.3,3,False,False,False,37.0,0.0,Санкт-Петербург,1907.0,649.0
20,5050000.0,48.0,2018-09-19T00:00:00,1,2.76,16.0,23.0,15,False,False,False,11.0,0.0,Санкт-Петербург,14071.0,11.000000000000002
7,2820000.0,32.0,2018-01-10T00:00:00,1,2.6,5.0,20.0,2,False,False,False,6.0,1.0,Санкт-Петербург,8137.0,62.0
16,13500000.0,62.7,2019-04-24T00:00:00,2,,17.0,34.7,5,False,False,False,11.7,2.0,Санкт-Петербург,12291.0,
10,5900000.0,80.0,2016-05-09T00:00:00,4,,9.0,54.0,1,False,False,False,10.0,2.0,Санкт-Петербург,10416.0,360.00000000000006
8,5050000.0,50.6,2018-08-08T00:00:00,2,2.55,9.0,30.5,2,False,False,False,7.0,2.0,Санкт-Петербург,15445.0,
7,4180000.0,44.0,2016-02-26T00:00:00,2,,5.0,27.0,2,False,False,False,7.0,0.0,Санкт-Петербург,14626.0,125.0
8,4070000.0,48.8,2017-12-07T00:00:00,2,,25.0,,2,False,False,False,,0.0,Санкт-Петербург,16453.0,45.00000000000001
16,1220000.0,31.0,2018-08-18T00:00:00,2,,5.0,23.0,2,False,False,False,8.0,0.0,Выборг,,66.0
20,3550000.0,48.2,2019-03-30T00:00:00,3,2.65,1.0,33.9,1,False,False,False,9.1,0.0,Сестрорецк,31144.0,
12,10500000.0,120.0,2018-02-24T00:00:00,5,,5.0,91.7,4,False,False,False,10.4,0.0,Санкт-Петербург,5061.0,
20,4900000.0,78.3,2018-12-26T00:00:00,3,,10.0,46.0,1,False,False,False,8.0,0.0,Мурино,,
6,2850000.0,30.0,2018-08-01T00:00:00,1,2.5,5.0,17.0,1,False,False,False,5.5,0.0,Санкт-Петербург,14007.0,62.0
15,4300000.0,42.2,2018-11-15T00:00:00,1,,24.0,17.7,22,False,False,False,12.4,0.0,посёлок Шушары,17231.0,11.000000000000002
