children,dob_years,education,family_status,gender,income_type,debt,total_income,purpose,purpose_lemm
1,61,Среднее,Женат / замужем,F,Пенсионер,0,65106.82518486919,заняться высшим образованием,Образование
1,44,Среднее,Женат / замужем,F,Компаньон,0,117822.86487678668,операции с жильем,Недвижимость
0,34,Высшее,Женат / замужем,F,Компаньон,0,244198.3945580083,недвижимость,Недвижимость
1,28,Среднее,Не женат / не замужем,F,Сотрудник,0,,автомобили,Автомобиль
2,31,Среднее,Женат / замужем,F,Сотрудник,0,72650.43330378388,покупка своего жилья,Недвижимость
0,44,Высшее,Женат / замужем,F,Компаньон,0,164711.011876629,покупка жилья,Недвижимость
1,29,Высшее,Женат / замужем,F,Госслужащий,0,97950.13128515678,автомобили,Автомобиль
0,38,Среднее,Гражданский брак,F,Компаньон,0,116841.90539626648,сыграть свадьбу,Свадьба
0,58,Среднее,Гражданский брак,F,Сотрудник,0,108030.93664103533,заняться образованием,Образование
2,27,Среднее,Женат / замужем,F,Сотрудник,1,119000.59836783336,получение дополнительного образования,Образование
1,43,Среднее,Женат / замужем,F,Компаньон,0,394998.1351940729,автомобиль,Автомобиль
1,46,Высшее,Женат / замужем,F,Компаньон,0,316418.5886525179,жилье,Недвижимость
0,0,Высшее,Не женат / не замужем,M,Сотрудник,0,115165.32370739804,строительство жилой недвижимости,Недвижимость
1,37,Среднее,Не женат / не замужем,F,Сотрудник,0,173230.19646841858,операции с коммерческой недвижимостью,Недвижимость
0,25,Среднее,Гражданский брак,M,Сотрудник,0,132043.34838716395,покупка жилья для семьи,Недвижимость
0,48,Среднее,Женат / замужем,M,Сотрудник,0,190917.85601818693,ремонт жилью,Недвижимость
0,34,Среднее,Не женат / не замужем,M,Сотрудник,1,94770.29839898736,автомобили,Автомобиль
0,56,Среднее,В разводе,F,Сотрудник,0,163487.10865764506,покупка жилой недвижимости,Недвижимость
0,48,Среднее,Гражданский брак,M,Сотрудник,0,162883.3697331486,сыграть свадьбу,Свадьба
0,54,Среднее,Женат / замужем,M,Сотрудник,0,292043.0109173124,покупка недвижимости,Недвижимость
2,39,Высшее,Женат / замужем,F,Сотрудник,0,245489.3515524589,операции с жильем,Недвижимость
0,23,Среднее,Не женат / не замужем,M,Сотрудник,1,120809.86227657268,сделка с автомобилем,Автомобиль
0,39,Среднее,Женат / замужем,F,Сотрудник,0,129855.62748340414,операции с коммерческой недвижимостью,Недвижимость
0,43,Неоконченное высшее,Женат / замужем,F,Сотрудник,0,91238.64733643392,строительство недвижимости,Недвижимость
0,56,Среднее,Женат / замужем,M,Пенсионер,0,136769.44536307512,операции с коммерческой недвижимостью,Недвижимость
0,37,Среднее,Женат / замужем,F,Сотрудник,0,254003.29822226835,получение образования,Образование
2,36,Высшее,Гражданский брак,F,Сотрудник,0,68165.90532712801,приобретение автомобиля,Автомобиль
0,51,Среднее,Женат / замужем,F,Компаньон,0,,образование,Образование
0,44,Высшее,Женат / замужем,F,Компаньон,0,218158.49705553017,покупка жилья для сдачи,Недвижимость
0,23,Высшее,Не женат / не замужем,F,Сотрудник,0,153702.723275204,покупка коммерческой недвижимости,Недвижимость
0,67,Среднее,Не женат / не замужем,F,Пенсионер,0,101480.97920910262,приобретение автомобиля,Автомобиль
1,49,Высшее,Гражданский брак,F,Сотрудник,1,180588.6757260247,строительство собственной недвижимости,Недвижимость
2,23,Среднее,Женат / замужем,F,Компаньон,0,171618.7786621544,покупка жилья для сдачи,Недвижимость
1,33,Среднее,Гражданский брак,F,Сотрудник,0,115835.75033574644,строительство собственной недвижимости,Недвижимость
1,51,Высшее,Женат / замужем,M,Пенсионер,0,267996.5893408222,на покупку автомобиля,Автомобиль
0,71,Высшее,Не женат / не замужем,F,Пенсионер,0,85787.32650119494,приобретение автомобиля,Автомобиль
2,35,Высшее,Женат / замужем,F,Сотрудник,0,491415.2414277978,получение образования,Образование
0,57,Среднее,Женат / замужем,M,Сотрудник,0,96284.68598833225,строительство собственной недвижимости,Недвижимость
1,35,Высшее,Женат / замужем,M,Сотрудник,0,319597.23097874626,на покупку подержанного автомобиля,Автомобиль
2,40,Среднее,Женат / замужем,F,Компаньон,0,108171.2937404582,дополнительное образование,Образование
0,25,Высшее,Гражданский брак,M,Компаньон,0,159459.29091687693,свадьба,Свадьба
0,53,Среднее,Женат / замужем,F,Пенсионер,0,53363.280903889805,покупка жилья,Недвижимость
0,67,Среднее,Не женат / не замужем,F,Пенсионер,0,79137.92930154975,получение высшего образования,Образование
0,48,Среднее,Женат / замужем,F,Сотрудник,0,97042.32262670524,заняться высшим образованием,Образование
0,44,Среднее,Гражданский брак,M,Сотрудник,1,76533.26199379444,на покупку автомобиля,Автомобиль
0,51,Среднее,Женат / замужем,F,Компаньон,0,139936.49973900372,на покупку автомобиля,Автомобиль
1,43,Среднее,Женат / замужем,F,Компаньон,1,89633.72948040457,профильное образование,Образование
0,38,Среднее,Женат / замужем,F,Сотрудник,0,,операции со своей недвижимостью,Недвижимость
2,41,Среднее,Женат / замужем,M,Сотрудник,1,103390.99799833678,строительство собственной недвижимости,Недвижимость
0,65,Начальное,Женат / замужем,F,Пенсионер,0,125699.93271350568,строительство недвижимости,Недвижимость
0,34,Среднее,Женат / замужем,F,Госслужащий,0,325165.25792437675,операции с жильем,Недвижимость
2,38,Среднее,В разводе,F,Сотрудник,0,175871.93983475456,автомобили,Автомобиль
0,51,Среднее,Женат / замужем,F,Госслужащий,0,312381.5019693464,строительство жилой недвижимости,Недвижимость
0,46,Высшее,Гражданский брак,F,Компаньон,0,293446.737135523,строительство недвижимости,Недвижимость
1,31,Высшее,Женат / замужем,F,Сотрудник,0,347427.2501456819,дополнительное образование,Образование
0,56,Среднее,Женат / замужем,F,Пенсионер,0,110144.6933846305,строительство собственной недвижимости,Недвижимость
0,62,Среднее,Гражданский брак,F,Пенсионер,0,59518.68775812671,свадьба,Свадьба
0,58,Среднее,Женат / замужем,F,Пенсионер,0,173430.43427779988,сделка с подержанным автомобилем,Автомобиль
0,40,Среднее,Не женат / не замужем,M,Сотрудник,0,261753.7954856287,покупка жилья для семьи,Недвижимость
1,32,Высшее,Не женат / не замужем,M,Сотрудник,0,204721.38899228253,покупка своего жилья,Недвижимость
0,64,Среднее,Женат / замужем,M,Пенсионер,1,221728.70345817733,получение образования,Образование
0,57,Среднее,Женат / замужем,F,Госслужащий,0,151285.25915518688,недвижимость,Недвижимость
0,32,Высшее,Гражданский брак,M,Госслужащий,0,212093.91873255285,получение образования,Образование
0,64,Среднее,Женат / замужем,F,Пенсионер,0,105560.34112187996,строительство собственной недвижимости,Недвижимость
1,33,Среднее,Женат / замужем,F,Сотрудник,0,,операции с жильем,Недвижимость
0,59,Среднее,Женат / замужем,F,Пенсионер,0,148019.26161682885,строительство жилой недвижимости,Недвижимость
0,41,Среднее,Гражданский брак,M,Компаньон,0,194585.04863125327,сыграть свадьбу,Свадьба
2,33,Среднее,Женат / замужем,M,Компаньон,0,196493.24822813185,операции с недвижимостью,Недвижимость
0,46,Среднее,Не женат / не замужем,M,Сотрудник,0,108062.87312087868,покупка своего жилья,Недвижимость
2,41,Среднее,Женат / замужем,M,Сотрудник,0,157866.9743776656,недвижимость,Недвижимость
0,59,Среднее,Женат / замужем,F,Пенсионер,0,174264.5417871486,покупка недвижимости,Недвижимость
0,52,Высшее,Женат / замужем,M,Сотрудник,0,97981.01743782772,строительство собственной недвижимости,Недвижимость
2,36,Среднее,Гражданский брак,M,Компаньон,0,136219.95300331642,сыграть свадьбу,Свадьба
0,59,Высшее,Не женат / не замужем,F,Пенсионер,0,49263.9813098029,покупка жилой недвижимости,Недвижимость
1,30,Среднее,Женат / замужем,M,Сотрудник,1,126075.31942822564,профильное образование,Образование
1,33,Высшее,Гражданский брак,F,Сотрудник,0,169350.11891314283,на проведение свадьбы,Свадьба
0,58,Среднее,Вдовец / вдова,F,Компаньон,0,305818.57562963874,приобретение автомобиля,Автомобиль
0,49,Среднее,Гражданский брак,F,Пенсионер,0,157368.01392826453,на проведение свадьбы,Свадьба
2,42,Среднее,Вдовец / вдова,M,Сотрудник,0,163081.63875011302,покупка жилья для семьи,Недвижимость
1,45,Среднее,Женат / замужем,M,Компаньон,0,135343.31822724867,на покупку своего автомобиля,Автомобиль
0,37,Среднее,Гражданский брак,F,Компаньон,0,90174.23994989088,ремонт жилью,Недвижимость
0,42,Высшее,Женат / замужем,F,Сотрудник,0,203225.81802498808,автомобили,Автомобиль
0,38,Среднее,Не женат / не замужем,F,Пенсионер,0,60457.40213411026,жилье,Недвижимость
1,22,Среднее,В разводе,F,Сотрудник,1,96173.2933747193,профильное образование,Образование
0,53,Высшее,Гражданский брак,F,Госслужащий,0,99540.72803294932,сыграть свадьбу,Свадьба
1,39,Среднее,Женат / замужем,M,Сотрудник,0,52355.75235342368,образование,Образование
1,35,Высшее,Женат / замужем,F,Компаньон,0,178732.31322622622,высшее образование,Образование
0,27,Среднее,Не женат / не замужем,F,Сотрудник,0,91482.20189644724,покупка коммерческой недвижимости,Недвижимость
3,43,Среднее,Женат / замужем,F,Сотрудник,0,130206.4287841789,строительство недвижимости,Недвижимость
1,41,Среднее,Женат / замужем,F,Госслужащий,0,177994.44258968675,на покупку своего автомобиля,Автомобиль
2,31,Высшее,Не женат / не замужем,F,Госслужащий,0,,операции с недвижимостью,Недвижимость
0,48,Среднее,Вдовец / вдова,F,Компаньон,0,255653.6796919469,покупка жилья для сдачи,Недвижимость
1,36,Среднее,Женат / замужем,F,Госслужащий,0,216407.35451460024,операции со своей недвижимостью,Недвижимость
1,37,Среднее,Женат / замужем,F,Госслужащий,0,31483.257152584338,покупка жилья,Недвижимость
2,46,Среднее,Женат / замужем,M,Сотрудник,0,157944.24493049987,на покупку своего автомобиля,Автомобиль
0,61,Среднее,В разводе,F,Пенсионер,0,130355.37957984704,операции с недвижимостью,Недвижимость
0,47,Среднее,Женат / замужем,F,Сотрудник,0,78962.86052856858,покупка жилой недвижимости,Недвижимость
0,33,Неоконченное высшее,Гражданский брак,F,Сотрудник,0,106965.12796549976,сыграть свадьбу,Свадьба
0,53,Среднее,В разводе,F,Сотрудник,0,171769.71959806175,операции со своей недвижимостью,Недвижимость
0,67,Среднее,Не женат / не замужем,F,Пенсионер,0,151732.966061906,на покупку своего автомобиля,Автомобиль
0,40,Среднее,Женат / замужем,F,Компаньон,0,248117.83882185328,покупка жилья для сдачи,Недвижимость
0,29,Среднее,Не женат / не замужем,M,Компаньон,0,228190.0829400665,покупка своего жилья,Недвижимость
2,28,Высшее,Женат / замужем,M,Сотрудник,0,195783.28031454,жилье,Недвижимость
0,51,Высшее,Женат / замужем,F,Компаньон,0,462581.6853439142,сделка с подержанным автомобилем,Автомобиль
2,33,Среднее,Женат / замужем,F,Компаньон,0,137391.6988694575,автомобили,Автомобиль
1,41,Высшее,Женат / замужем,F,Сотрудник,0,112169.47291264722,на покупку подержанного автомобиля,Автомобиль
1,41,Среднее,Гражданский брак,M,Компаньон,1,105037.53931444796,свадьба,Свадьба
0,57,Среднее,Женат / замужем,F,Пенсионер,0,127173.75826915244,сделка с автомобилем,Автомобиль
0,44,Высшее,Женат / замужем,F,Компаньон,0,150810.6483659767,покупка жилой недвижимости,Недвижимость
2,49,Среднее,Женат / замужем,F,Пенсионер,0,140616.92598404948,строительство собственной недвижимости,Недвижимость
0,36,Среднее,Женат / замужем,M,Сотрудник,1,305232.5882538478,покупка коммерческой недвижимости,Недвижимость
0,58,Высшее,Женат / замужем,F,Пенсионер,0,360611.4492260329,сделка с автомобилем,Автомобиль
0,64,Среднее,Женат / замужем,M,Пенсионер,0,108497.60714373748,на покупку своего автомобиля,Автомобиль
2,36,Среднее,Женат / замужем,M,Сотрудник,0,172364.36576699268,строительство собственной недвижимости,Недвижимость
0,50,Неоконченное высшее,Женат / замужем,M,Компаньон,0,94275.70375116516,операции с жильем,Недвижимость
0,60,Среднее,Гражданский брак,F,Пенсионер,0,166070.31303671133,свадьба,Свадьба
0,52,Среднее,Женат / замужем,F,Пенсионер,0,195671.40419690305,сделка с подержанным автомобилем,Автомобиль
1,40,Среднее,Женат / замужем,M,Сотрудник,0,115311.52998552805,получение высшего образования,Образование
0,62,Среднее,Гражданский брак,F,Пенсионер,0,58998.99054818401,на проведение свадьбы,Свадьба
0,58,Среднее,Женат / замужем,F,Пенсионер,0,74378.46852737379,на покупку своего автомобиля,Автомобиль
0,45,Среднее,Женат / замужем,F,Госслужащий,0,76648.06278686224,операции со своей недвижимостью,Недвижимость
0,56,Среднее,Женат / замужем,F,Пенсионер,0,36727.29579788175,получение высшего образования,Образование
0,34,Среднее,Женат / замужем,F,Сотрудник,0,159238.55659931822,заняться образованием,Образование
0,47,Среднее,Женат / замужем,M,Компаньон,0,76953.48973065804,свой автомобиль,Автомобиль
0,39,Высшее,Гражданский брак,M,Сотрудник,0,446781.0169225072,на проведение свадьбы,Свадьба
1,44,Среднее,Женат / замужем,F,Сотрудник,0,146810.10227762282,заняться высшим образованием,Образование
0,32,Среднее,Женат / замужем,M,Сотрудник,1,,получение образования,Образование
0,56,Высшее,Женат / замужем,F,Сотрудник,0,80665.51355130857,строительство собственной недвижимости,Недвижимость
2,46,Неоконченное высшее,Гражданский брак,M,Компаньон,0,243314.6296729916,на проведение свадьбы,Свадьба
0,50,Высшее,Женат / замужем,M,Сотрудник,0,147745.48492829828,покупка своего жилья,Недвижимость
0,64,Среднее,Женат / замужем,F,Пенсионер,0,,автомобиль,Автомобиль
1,42,Среднее,Женат / замужем,M,Компаньон,0,,автомобиль,Автомобиль
0,47,Среднее,Женат / замужем,M,Сотрудник,1,84387.25998257534,получение дополнительного образования,Образование
0,27,Неоконченное высшее,Гражданский брак,M,Сотрудник,0,192543.95097471867,получение высшего образования,Образование
0,42,Среднее,Женат / замужем,M,Сотрудник,0,182690.32474565264,покупка жилья для сдачи,Недвижимость
0,46,Среднее,Гражданский брак,M,Сотрудник,1,131318.14305018744,профильное образование,Образование
1,41,Среднее,Гражданский брак,F,Сотрудник,0,,жилье,Недвижимость
0,29,Высшее,Не женат / не замужем,M,Госслужащий,0,292208.5426794379,строительство жилой недвижимости,Недвижимость
3,26,Среднее,Женат / замужем,M,Сотрудник,0,286248.2310443119,строительство жилой недвижимости,Недвижимость
0,59,Среднее,Женат / замужем,F,Пенсионер,0,108167.98615035172,недвижимость,Недвижимость
0,35,Среднее,Не женат / не замужем,F,Сотрудник,0,130083.360436043,заняться высшим образованием,Образование
0,60,Высшее,Женат / замужем,F,Пенсионер,0,154715.0064741155,покупка коммерческой недвижимости,Недвижимость
2,29,Высшее,Гражданский брак,F,Сотрудник,0,63403.353094248254,сыграть свадьбу,Свадьба
0,40,Среднее,Женат / замужем,F,Сотрудник,0,123146.2630170332,сделка с автомобилем,Автомобиль
0,30,Среднее,Женат / замужем,M,Компаньон,0,344723.3205543383,строительство недвижимости,Недвижимость
2,40,Высшее,Гражданский брак,F,Компаньон,0,,на покупку своего автомобиля,Автомобиль
0,57,Среднее,Женат / замужем,F,Компаньон,0,145630.87919551163,покупка недвижимости,Недвижимость
0,29,Высшее,Женат / замужем,F,Сотрудник,0,151483.4904215302,покупка жилой недвижимости,Недвижимость
1,24,Среднее,Женат / замужем,M,Компаньон,0,191493.14933743645,покупка жилья для семьи,Недвижимость
0,46,Высшее,Не женат / не замужем,M,Госслужащий,0,167981.81403616435,автомобиль,Автомобиль
0,50,Среднее,В разводе,F,Компаньон,1,124657.56203806632,строительство жилой недвижимости,Недвижимость
1,44,Высшее,Женат / замужем,M,Сотрудник,0,155906.40913870768,получение образования,Образование
1,40,Среднее,Женат / замужем,F,Сотрудник,0,52477.07660426419,строительство недвижимости,Недвижимость
0,55,Среднее,Женат / замужем,F,Пенсионер,0,73541.34087728856,недвижимость,Недвижимость
1,42,Среднее,Женат / замужем,M,Компаньон,0,150489.85833446006,свой автомобиль,Автомобиль
0,54,Среднее,Женат / замужем,M,Сотрудник,0,180753.51866725468,получение высшего образования,Образование
1,32,Среднее,Женат / замужем,M,Сотрудник,0,97243.28758144737,получение образования,Образование
0,38,Среднее,Женат / замужем,M,Сотрудник,0,111029.87799485508,строительство жилой недвижимости,Недвижимость
0,33,Среднее,Не женат / не замужем,M,Сотрудник,0,172511.66182597092,операции со своей недвижимостью,Недвижимость
0,69,Среднее,Женат / замужем,F,Пенсионер,0,112396.1010300148,покупка жилья,Недвижимость
1,34,Среднее,Гражданский брак,M,Компаньон,1,189188.4160388912,на покупку автомобиля,Автомобиль
0,67,Высшее,Вдовец / вдова,F,Компаньон,0,102720.366269774,покупка жилья для сдачи,Недвижимость
0,42,Среднее,В разводе,F,Сотрудник,0,266016.78950536565,покупка жилья для семьи,Недвижимость
0,58,Среднее,Вдовец / вдова,F,Сотрудник,1,156804.3817402898,сделка с подержанным автомобилем,Автомобиль
0,58,Высшее,Женат / замужем,F,Пенсионер,0,168517.22657824552,операции с недвижимостью,Недвижимость
1,20,Среднее,Женат / замужем,F,Сотрудник,0,203114.4151201797,ремонт жилью,Недвижимость
0,56,Среднее,Женат / замужем,F,Пенсионер,0,88435.62622267703,покупка жилья,Недвижимость
0,29,Среднее,Женат / замужем,F,Сотрудник,0,83943.0485597331,жилье,Недвижимость
1,42,Высшее,Женат / замужем,M,Сотрудник,1,170369.73032727983,строительство недвижимости,Недвижимость
0,57,Среднее,Гражданский брак,F,Пенсионер,0,132356.27235923408,сыграть свадьбу,Свадьба
1,53,Среднее,Не женат / не замужем,M,Сотрудник,0,220524.7568696095,на покупку автомобиля,Автомобиль
0,40,Высшее,Женат / замужем,F,Сотрудник,0,181453.5582237845,операции с недвижимостью,Недвижимость
0,44,Среднее,Гражданский брак,M,Сотрудник,0,131114.97055930126,сыграть свадьбу,Свадьба
0,44,Среднее,Гражданский брак,F,Сотрудник,0,179916.87403511658,сыграть свадьбу,Свадьба
3,37,Среднее,Женат / замужем,M,Сотрудник,0,250758.70248013013,покупка жилой недвижимости,Недвижимость
2,29,Среднее,Женат / замужем,F,Компаньон,0,131616.6571457503,покупка жилья,Недвижимость
0,31,Среднее,Гражданский брак,F,Компаньон,1,83751.53706542532,на проведение свадьбы,Свадьба
0,58,Высшее,В разводе,F,Компаньон,0,,операции с коммерческой недвижимостью,Недвижимость
0,34,Среднее,Не женат / не замужем,M,Сотрудник,0,78369.13650172715,покупка коммерческой недвижимости,Недвижимость
1,49,Среднее,Женат / замужем,M,Сотрудник,0,144358.31160859636,покупка коммерческой недвижимости,Недвижимость
1,58,Среднее,Женат / замужем,M,Госслужащий,0,272660.59202987555,высшее образование,Образование
1,28,Среднее,Женат / замужем,M,Сотрудник,0,104151.3951072653,ремонт жилью,Недвижимость
0,21,Среднее,Не женат / не замужем,F,Сотрудник,0,163107.78336472993,покупка жилья,Недвижимость
0,60,Среднее,Гражданский брак,M,Сотрудник,0,135906.26086751188,сыграть свадьбу,Свадьба
0,32,Высшее,Женат / замужем,M,Сотрудник,0,239645.8602282977,автомобиль,Автомобиль
0,29,Высшее,Не женат / не замужем,F,Компаньон,0,206928.1758052664,покупка своего жилья,Недвижимость
1,56,Среднее,Женат / замужем,M,Сотрудник,0,147169.16721587474,строительство недвижимости,Недвижимость
1,64,Среднее,Женат / замужем,M,Пенсионер,0,221676.34415143868,операции с недвижимостью,Недвижимость
3,37,Среднее,Женат / замужем,F,Сотрудник,0,134945.5125301161,профильное образование,Образование
2,36,Среднее,В разводе,F,Сотрудник,0,346918.0588199885,операции с жильем,Недвижимость
1,50,Среднее,Женат / замужем,F,Госслужащий,0,57031.06258711364,покупка жилья для семьи,Недвижимость
0,33,Среднее,Женат / замужем,M,Сотрудник,0,109055.94974600709,высшее образование,Образование
0,51,Высшее,Женат / замужем,F,Компаньон,0,195993.54315707853,операции со своей недвижимостью,Недвижимость
0,42,Среднее,Женат / замужем,F,Компаньон,0,329735.2719107878,покупка коммерческой недвижимости,Недвижимость
0,63,Среднее,Вдовец / вдова,F,Пенсионер,0,70218.11962207407,сделка с подержанным автомобилем,Автомобиль
1,25,Высшее,Женат / замужем,F,Госслужащий,0,93549.75862639568,покупка жилья для сдачи,Недвижимость
0,47,Среднее,Женат / замужем,F,Госслужащий,0,276402.55242709466,операции со своей недвижимостью,Недвижимость
2,38,Высшее,Женат / замужем,M,Компаньон,0,409430.0058361656,заняться образованием,Образование
0,44,Среднее,Женат / замужем,M,Госслужащий,0,89877.62205913002,приобретение автомобиля,Автомобиль
0,41,Среднее,Гражданский брак,F,Сотрудник,0,198475.68991170533,строительство недвижимости,Недвижимость
0,55,Среднее,Женат / замужем,F,Пенсионер,0,216045.3879511137,на покупку автомобиля,Автомобиль
0,26,Среднее,Женат / замужем,F,Компаньон,0,,строительство жилой недвижимости,Недвижимость
1,27,Среднее,Женат / замужем,F,Сотрудник,0,30748.43280521442,сделка с автомобилем,Автомобиль
0,42,Среднее,Женат / замужем,F,Сотрудник,0,,покупка жилья для семьи,Недвижимость
1,39,Среднее,Женат / замужем,M,Компаньон,0,331312.02490848344,операции с жильем,Недвижимость
0,23,Неоконченное высшее,Женат / замужем,M,Госслужащий,0,203711.2661971032,получение дополнительного образования,Образование
0,25,Высшее,Женат / замужем,F,Сотрудник,0,301609.5305766823,строительство недвижимости,Недвижимость
0,26,Неоконченное высшее,Женат / замужем,F,Сотрудник,0,,ремонт жилью,Недвижимость
0,59,Среднее,Женат / замужем,M,Пенсионер,0,63578.85833120379,операции с недвижимостью,Недвижимость
0,31,Высшее,Не женат / не замужем,M,Госслужащий,0,92812.44365678934,жилье,Недвижимость
1,30,Среднее,Гражданский брак,M,Сотрудник,0,224482.88693010493,сыграть свадьбу,Свадьба
1,36,Высшее,Женат / замужем,F,Госслужащий,0,,приобретение автомобиля,Автомобиль
0,46,Среднее,Женат / замужем,F,Пенсионер,0,194186.15772182352,операции с коммерческой недвижимостью,Недвижимость
0,58,Среднее,Женат / замужем,M,Сотрудник,0,218227.1222734519,высшее образование,Образование
0,54,Среднее,Гражданский брак,M,Сотрудник,0,100610.07072839548,на проведение свадьбы,Свадьба
0,28,Среднее,Женат / замужем,F,Компаньон,0,311441.157823845,жилье,Недвижимость
1,30,Начальное,Женат / замужем,M,Компаньон,1,116365.8183674341,операции с жильем,Недвижимость
0,53,Среднее,Гражданский брак,F,Сотрудник,0,235812.383569988,покупка жилой недвижимости,Недвижимость
0,38,Среднее,Женат / замужем,M,Компаньон,0,245533.4011634772,высшее образование,Образование
1,33,Среднее,Не женат / не замужем,M,Компаньон,1,230185.9563293395,недвижимость,Недвижимость
1,61,Высшее,Вдовец / вдова,F,Компаньон,0,169938.07115151812,высшее образование,Образование
0,42,Среднее,Женат / замужем,F,Сотрудник,0,80673.00883301768,покупка своего жилья,Недвижимость
1,46,Высшее,Гражданский брак,F,Компаньон,0,127874.08574644748,свадьба,Свадьба
0,53,Среднее,Женат / замужем,F,Сотрудник,0,92633.97964566092,получение высшего образования,Образование
0,49,Среднее,Женат / замужем,F,Компаньон,0,63216.9727150826,строительство жилой недвижимости,Недвижимость
0,56,Среднее,Женат / замужем,F,Пенсионер,0,,строительство собственной недвижимости,Недвижимость
0,56,Среднее,Не женат / не замужем,F,Пенсионер,0,45370.27455953928,профильное образование,Образование
1,44,Среднее,Женат / замужем,F,Сотрудник,0,204607.51710868927,строительство недвижимости,Недвижимость
0,23,Среднее,Гражданский брак,M,Сотрудник,0,142183.72461323036,автомобили,Автомобиль
0,58,Среднее,Женат / замужем,F,Сотрудник,0,137192.82306205246,строительство жилой недвижимости,Недвижимость
3,40,Среднее,Женат / замужем,M,Сотрудник,1,98876.45752079687,на покупку своего автомобиля,Автомобиль
0,67,Высшее,Гражданский брак,M,Сотрудник,0,209809.6099230892,сыграть свадьбу,Свадьба
0,0,Среднее,Гражданский брак,F,Сотрудник,0,,на проведение свадьбы,Свадьба
0,57,Среднее,Женат / замужем,F,Госслужащий,0,148240.1400232475,строительство собственной недвижимости,Недвижимость
0,28,Высшее,В разводе,F,Госслужащий,0,173640.15916016925,покупка недвижимости,Недвижимость
0,56,Высшее,Женат / замужем,F,Сотрудник,0,162955.35206292663,покупка коммерческой недвижимости,Недвижимость
0,48,Среднее,В разводе,F,Сотрудник,0,217478.53739045345,операции с недвижимостью,Недвижимость
0,63,Среднее,Женат / замужем,F,Компаньон,0,211507.768745862,покупка жилой недвижимости,Недвижимость
0,63,Среднее,Вдовец / вдова,F,Пенсионер,0,75575.99655884353,дополнительное образование,Образование
2,40,Среднее,Женат / замужем,F,Сотрудник,0,80157.02851313018,жилье,Недвижимость
0,53,Среднее,Женат / замужем,M,Сотрудник,0,261949.6409831333,покупка недвижимости,Недвижимость
0,52,Среднее,Женат / замужем,F,Компаньон,0,226741.8320740673,строительство собственной недвижимости,Недвижимость
1,46,Среднее,Женат / замужем,M,Сотрудник,0,115448.68526851508,заняться высшим образованием,Образование
0,23,Среднее,Женат / замужем,M,Компаньон,0,115684.05824167086,покупка своего жилья,Недвижимость
0,34,Среднее,В разводе,F,Сотрудник,0,85327.61403351152,сделка с подержанным автомобилем,Автомобиль
0,58,Среднее,Вдовец / вдова,F,Пенсионер,0,184331.34313363905,на покупку своего автомобиля,Автомобиль
0,38,Среднее,Гражданский брак,F,Компаньон,0,100959.95073483324,на покупку своего автомобиля,Автомобиль
1,38,Среднее,Гражданский брак,F,Сотрудник,0,105836.74284728328,сыграть свадьбу,Свадьба
0,61,Среднее,Гражданский брак,F,Пенсионер,0,93143.5616177894,на проведение свадьбы,Свадьба
1,40,Среднее,Не женат / не замужем,F,Сотрудник,0,,заняться образованием,Образование
0,48,Среднее,Женат / замужем,F,Сотрудник,0,347650.0489554735,недвижимость,Недвижимость
0,58,Среднее,Не женат / не замужем,F,Пенсионер,0,480885.73346853576,на покупку подержанного автомобиля,Автомобиль
0,43,Среднее,Гражданский брак,F,Сотрудник,0,77304.48491177912,свадьба,Свадьба
0,37,Среднее,Женат / замужем,M,Сотрудник,0,146788.38207374886,жилье,Недвижимость
0,22,Неоконченное высшее,Не женат / не замужем,F,Компаньон,0,111339.24284022418,дополнительное образование,Образование
1,53,Высшее,Женат / замужем,M,Компаньон,0,348767.68857028283,автомобили,Автомобиль
1,26,Среднее,Женат / замужем,F,Компаньон,0,154605.13209917673,образование,Образование
0,32,Среднее,Гражданский брак,F,Компаньон,0,80570.40951716389,свадьба,Свадьба
1,41,Высшее,Женат / замужем,F,Сотрудник,0,,на покупку подержанного автомобиля,Автомобиль
0,30,Среднее,Женат / замужем,M,Сотрудник,0,168721.35150920745,автомобиль,Автомобиль
0,45,Среднее,Женат / замужем,M,Компаньон,1,209964.64311467705,высшее образование,Образование
0,66,Среднее,Вдовец / вдова,F,Пенсионер,0,65366.00482604464,недвижимость,Недвижимость
1,36,Высшее,В разводе,F,Госслужащий,0,67853.4760559726,автомобили,Автомобиль
0,57,Высшее,Женат / замужем,F,Компаньон,0,133724.11731728906,покупка своего жилья,Недвижимость
0,35,Среднее,Гражданский брак,F,Сотрудник,0,,сыграть свадьбу,Свадьба
0,48,Среднее,Женат / замужем,M,Госслужащий,0,,операции с недвижимостью,Недвижимость
0,55,Среднее,Женат / замужем,F,Пенсионер,0,101893.43005484396,строительство недвижимости,Недвижимость
0,29,Среднее,Не женат / не замужем,F,Сотрудник,0,512611.16357697634,заняться образованием,Образование
0,42,Высшее,Гражданский брак,F,Госслужащий,0,147790.78480200248,профильное образование,Образование
0,58,Среднее,Женат / замужем,F,Компаньон,0,283547.213134897,покупка жилья для семьи,Недвижимость
0,51,Высшее,Не женат / не замужем,F,Сотрудник,0,77757.36973321643,строительство недвижимости,Недвижимость
0,56,Среднее,Женат / замужем,F,Пенсионер,0,94053.82631887682,на покупку автомобиля,Автомобиль
2,31,Среднее,Гражданский брак,M,Сотрудник,0,137516.870946386,на проведение свадьбы,Свадьба
