flight_id,departure_time,arrival_time,departure_airport,arrival_airport,aircraft_code
27023,2018-08-15 08:30:00+03,2018-08-15 11:45:00+03,UFA,UCT,CN1
27024,2018-07-28 08:30:00+03,2018-07-28 11:45:00+03,UFA,UCT,CN1
27025,2018-10-17 08:30:00+03,2018-10-17 11:45:00+03,UFA,UCT,CN1
27026,2018-09-17 08:30:00+03,2018-09-17 11:45:00+03,UFA,UCT,CN1
27027,2018-08-15 12:55:00+03,2018-08-15 16:10:00+03,UFA,UCT,CN1
27028,2018-07-19 08:30:00+03,2018-07-19 11:45:00+03,UFA,UCT,CN1
27029,2018-08-08 08:30:00+03,2018-08-08 11:45:00+03,UFA,UCT,CN1
27030,2018-08-08 12:55:00+03,2018-08-08 16:10:00+03,UFA,UCT,CN1
27031,2018-10-12 08:30:00+03,2018-10-12 11:45:00+03,UFA,UCT,CN1
27032,2018-08-06 08:30:00+03,2018-08-06 11:45:00+03,UFA,UCT,CN1
27033,2018-10-12 12:55:00+03,2018-10-12 16:10:00+03,UFA,UCT,CN1
27034,2018-10-01 12:55:00+03,2018-10-01 16:10:00+03,UFA,UCT,CN1
27035,2018-08-06 12:55:00+03,2018-08-06 16:10:00+03,UFA,UCT,CN1
27036,2018-08-27 12:55:00+03,2018-08-27 16:10:00+03,UFA,UCT,CN1
27037,2018-08-27 08:30:00+03,2018-08-27 11:45:00+03,UFA,UCT,CN1
27038,2018-11-07 08:30:00+03,2018-11-07 11:45:00+03,UFA,UCT,CN1
27039,2018-09-04 12:55:00+03,2018-09-04 16:10:00+03,UFA,UCT,CN1
27040,2018-08-20 08:30:00+03,2018-08-20 11:45:00+03,UFA,UCT,CN1
27041,2018-09-08 08:30:00+03,2018-09-08 11:45:00+03,UFA,UCT,CN1
27042,2018-10-09 12:55:00+03,2018-10-09 16:10:00+03,UFA,UCT,CN1
27043,2018-09-26 08:30:00+03,2018-09-26 11:45:00+03,UFA,UCT,CN1
27044,2018-09-26 12:55:00+03,2018-09-26 16:10:00+03,UFA,UCT,CN1
27045,2018-11-07 12:55:00+03,2018-11-07 16:10:00+03,UFA,UCT,CN1
27046,2018-10-09 08:30:00+03,2018-10-09 11:45:00+03,UFA,UCT,CN1
27047,2018-09-08 12:55:00+03,2018-09-08 16:10:00+03,UFA,UCT,CN1
27048,2018-09-06 08:30:00+03,2018-09-06 11:45:00+03,UFA,UCT,CN1
27049,2018-09-06 12:55:00+03,2018-09-06 16:10:00+03,UFA,UCT,CN1
27050,2018-08-02 12:55:00+03,2018-08-02 16:10:00+03,UFA,UCT,CN1
27051,2018-08-02 08:30:00+03,2018-08-02 11:45:00+03,UFA,UCT,CN1
27052,2018-08-20 12:55:00+03,2018-08-20 16:10:00+03,UFA,UCT,CN1
27053,2018-10-06 12:55:00+03,2018-10-06 16:10:00+03,UFA,UCT,CN1
27054,2018-10-06 08:30:00+03,2018-10-06 11:45:00+03,UFA,UCT,CN1
27055,2018-10-29 12:55:00+03,2018-10-29 16:10:00+03,UFA,UCT,CN1
27056,2018-08-07 12:55:00+03,2018-08-07 16:10:00+03,UFA,UCT,CN1
27057,2018-08-07 08:30:00+03,2018-08-07 11:45:00+03,UFA,UCT,CN1
27058,2018-09-09 08:30:00+03,2018-09-09 11:45:00+03,UFA,UCT,CN1
27059,2018-10-03 12:55:00+03,2018-10-03 16:10:00+03,UFA,UCT,CN1
27060,2018-07-16 12:55:00+03,2018-07-16 16:10:00+03,UFA,UCT,CN1
27061,2018-10-03 08:30:00+03,2018-10-03 11:45:00+03,UFA,UCT,CN1
27062,2018-07-23 12:55:00+03,2018-07-23 16:10:00+03,UFA,UCT,CN1
27063,2018-08-05 12:55:00+03,2018-08-05 16:10:00+03,UFA,UCT,CN1
27064,2018-07-23 08:30:00+03,2018-07-23 11:45:00+03,UFA,UCT,CN1
27065,2018-08-10 08:30:00+03,2018-08-10 11:45:00+03,UFA,UCT,CN1
27066,2018-09-09 12:55:00+03,2018-09-09 16:10:00+03,UFA,UCT,CN1
27067,2018-07-16 08:30:00+03,2018-07-16 11:45:00+03,UFA,UCT,CN1
27068,2018-08-05 08:30:00+03,2018-08-05 11:45:00+03,UFA,UCT,CN1
27069,2018-09-20 12:55:00+03,2018-09-20 16:10:00+03,UFA,UCT,CN1
27070,2018-09-20 08:30:00+03,2018-09-20 11:45:00+03,UFA,UCT,CN1
27071,2018-09-22 12:55:00+03,2018-09-22 16:10:00+03,UFA,UCT,CN1
27072,2018-09-22 08:30:00+03,2018-09-22 11:45:00+03,UFA,UCT,CN1
27073,2018-08-10 12:55:00+03,2018-08-10 16:10:00+03,UFA,UCT,CN1
27074,2018-08-17 12:55:00+03,2018-08-17 16:10:00+03,UFA,UCT,CN1
27075,2018-07-31 08:30:00+03,2018-07-31 11:45:00+03,UFA,UCT,CN1
27076,2018-07-31 12:55:00+03,2018-07-31 16:10:00+03,UFA,UCT,CN1
27077,2018-11-10 12:55:00+03,2018-11-10 16:10:00+03,UFA,UCT,CN1
27078,2018-08-24 08:30:00+03,2018-08-24 11:45:00+03,UFA,UCT,CN1
27079,2018-10-27 12:55:00+03,2018-10-27 16:10:00+03,UFA,UCT,CN1
27080,2018-08-24 12:55:00+03,2018-08-24 16:10:00+03,UFA,UCT,CN1
27081,2018-09-04 08:30:00+03,2018-09-04 11:45:00+03,UFA,UCT,CN1
27082,2018-11-10 08:30:00+03,2018-11-10 11:45:00+03,UFA,UCT,CN1
27083,2018-09-14 12:55:00+03,2018-09-14 16:10:00+03,UFA,UCT,CN1
27084,2018-09-14 08:30:00+03,2018-09-14 11:45:00+03,UFA,UCT,CN1
27085,2018-08-31 12:55:00+03,2018-08-31 16:10:00+03,UFA,UCT,CN1
27086,2018-08-31 08:30:00+03,2018-08-31 11:45:00+03,UFA,UCT,CN1
27087,2018-11-12 12:55:00+03,2018-11-12 16:10:00+03,UFA,UCT,CN1
27088,2018-09-23 08:30:00+03,2018-09-23 11:45:00+03,UFA,UCT,CN1
27089,2018-11-05 12:55:00+03,2018-11-05 16:10:00+03,UFA,UCT,CN1
27090,2018-09-23 12:55:00+03,2018-09-23 16:10:00+03,UFA,UCT,CN1
27091,2018-09-02 12:55:00+03,2018-09-02 16:10:00+03,UFA,UCT,CN1
27092,2018-09-02 08:30:00+03,2018-09-02 11:45:00+03,UFA,UCT,CN1
27093,2018-11-05 08:30:00+03,2018-11-05 11:45:00+03,UFA,UCT,CN1
27094,2018-08-25 12:55:00+03,2018-08-25 16:10:00+03,UFA,UCT,CN1
27095,2018-11-06 12:55:00+03,2018-11-06 16:10:00+03,UFA,UCT,CN1
27096,2018-08-29 12:55:00+03,2018-08-29 16:10:00+03,UFA,UCT,CN1
27097,2018-08-16 08:30:00+03,2018-08-16 11:45:00+03,UFA,UCT,CN1
27098,2018-08-29 08:30:00+03,2018-08-29 11:45:00+03,UFA,UCT,CN1
27099,2018-10-14 12:55:00+03,2018-10-14 16:10:00+03,UFA,UCT,CN1
27100,2018-10-14 08:30:00+03,2018-10-14 11:45:00+03,UFA,UCT,CN1
27101,2018-10-04 08:30:00+03,2018-10-04 11:45:00+03,UFA,UCT,CN1
27102,2018-10-04 12:55:00+03,2018-10-04 16:10:00+03,UFA,UCT,CN1
27103,2018-08-16 12:55:00+03,2018-08-16 16:10:00+03,UFA,UCT,CN1
27104,2018-07-26 08:30:00+03,2018-07-26 11:45:00+03,UFA,UCT,CN1
27105,2018-09-18 08:30:00+03,2018-09-18 11:45:00+03,UFA,UCT,CN1
27106,2018-09-27 08:30:00+03,2018-09-27 11:45:00+03,UFA,UCT,CN1
27107,2018-09-27 12:55:00+03,2018-09-27 16:10:00+03,UFA,UCT,CN1
27108,2018-09-28 12:55:00+03,2018-09-28 16:10:00+03,UFA,UCT,CN1
27109,2018-09-28 08:30:00+03,2018-09-28 11:45:00+03,UFA,UCT,CN1
27110,2018-07-20 12:55:00+03,2018-07-20 16:10:00+03,UFA,UCT,CN1
27111,2018-11-01 12:55:00+03,2018-11-01 16:10:00+03,UFA,UCT,CN1
27112,2018-07-20 08:30:00+03,2018-07-20 11:45:00+03,UFA,UCT,CN1
27113,2018-08-28 08:30:00+03,2018-08-28 11:45:00+03,UFA,UCT,CN1
27114,2018-08-28 12:55:00+03,2018-08-28 16:10:00+03,UFA,UCT,CN1
27115,2018-08-14 08:30:00+03,2018-08-14 11:45:00+03,UFA,UCT,CN1
27116,2018-09-07 08:30:00+03,2018-09-07 11:45:00+03,UFA,UCT,CN1
27117,2018-10-24 12:55:00+03,2018-10-24 16:10:00+03,UFA,UCT,CN1
27118,2018-08-01 12:55:00+03,2018-08-01 16:10:00+03,UFA,UCT,CN1
27119,2018-10-24 08:30:00+03,2018-10-24 11:45:00+03,UFA,UCT,CN1
27120,2018-08-01 08:30:00+03,2018-08-01 11:45:00+03,UFA,UCT,CN1
27121,2018-10-18 12:55:00+03,2018-10-18 16:10:00+03,UFA,UCT,CN1
27122,2018-10-02 12:55:00+03,2018-10-02 16:10:00+03,UFA,UCT,CN1
27123,2018-10-02 08:30:00+03,2018-10-02 11:45:00+03,UFA,UCT,CN1
27124,2018-09-18 12:55:00+03,2018-09-18 16:10:00+03,UFA,UCT,CN1
27125,2018-10-18 08:30:00+03,2018-10-18 11:45:00+03,UFA,UCT,CN1
27126,2018-10-25 08:30:00+03,2018-10-25 11:45:00+03,UFA,UCT,CN1
27127,2018-09-11 12:55:00+03,2018-09-11 16:10:00+03,UFA,UCT,CN1
27128,2018-09-07 12:55:00+03,2018-09-07 16:10:00+03,UFA,UCT,CN1
27129,2018-10-25 12:55:00+03,2018-10-25 16:10:00+03,UFA,UCT,CN1
27130,2018-10-15 08:30:00+03,2018-10-15 11:45:00+03,UFA,UCT,CN1
27131,2018-10-15 12:55:00+03,2018-10-15 16:10:00+03,UFA,UCT,CN1
27132,2018-10-27 08:30:00+03,2018-10-27 11:45:00+03,UFA,UCT,CN1
27133,2018-11-01 08:30:00+03,2018-11-01 11:45:00+03,UFA,UCT,CN1
27134,2018-08-13 08:30:00+03,2018-08-13 11:45:00+03,UFA,UCT,CN1
27135,2018-08-13 12:55:00+03,2018-08-13 16:10:00+03,UFA,UCT,CN1
27136,2018-08-25 08:30:00+03,2018-08-25 11:45:00+03,UFA,UCT,CN1
27137,2018-09-13 08:30:00+03,2018-09-13 11:45:00+03,UFA,UCT,CN1
27138,2018-07-19 09:55:00+03,2018-07-19 11:10:00+03,UFA,OVS,CR2
27139,2018-08-29 09:55:00+03,2018-08-29 11:10:00+03,UFA,OVS,CR2
27140,2018-08-15 09:55:00+03,2018-08-15 11:10:00+03,UFA,OVS,CR2
27141,2018-09-21 09:55:00+03,2018-09-21 11:10:00+03,UFA,OVS,CR2
27142,2018-10-19 09:55:00+03,2018-10-19 11:10:00+03,UFA,OVS,CR2
27143,2018-11-12 09:55:00+03,2018-11-12 11:10:00+03,UFA,OVS,CR2
27144,2018-09-12 09:55:00+03,2018-09-12 11:10:00+03,UFA,OVS,CR2
27145,2018-07-16 09:55:00+03,2018-07-16 11:10:00+03,UFA,OVS,CR2
27146,2018-07-29 09:55:00+03,2018-07-29 11:10:00+03,UFA,OVS,CR2
27147,2018-08-11 09:55:00+03,2018-08-11 11:10:00+03,UFA,OVS,CR2
27148,2018-07-22 09:55:00+03,2018-07-22 11:10:00+03,UFA,OVS,CR2
27149,2018-08-08 09:55:00+03,2018-08-08 11:10:00+03,UFA,OVS,CR2
27150,2018-09-11 09:55:00+03,2018-09-11 11:10:00+03,UFA,OVS,CR2
27151,2018-11-07 09:55:00+03,2018-11-07 11:10:00+03,UFA,OVS,CR2
27152,2018-10-14 09:55:00+03,2018-10-14 11:10:00+03,UFA,OVS,CR2
27153,2018-09-24 09:55:00+03,2018-09-24 11:10:00+03,UFA,OVS,CR2
27154,2018-10-12 09:55:00+03,2018-10-12 11:10:00+03,UFA,OVS,CR2
27155,2018-10-17 09:55:00+03,2018-10-17 11:10:00+03,UFA,OVS,CR2
27156,2018-07-28 09:55:00+03,2018-07-28 11:10:00+03,UFA,OVS,CR2
27157,2018-09-10 09:55:00+03,2018-09-10 11:10:00+03,UFA,OVS,CR2
27158,2018-08-06 09:55:00+03,2018-08-06 11:10:00+03,UFA,OVS,CR2
27159,2018-10-05 09:55:00+03,2018-10-05 11:10:00+03,UFA,OVS,CR2
27160,2018-07-27 09:55:00+03,2018-07-27 11:10:00+03,UFA,OVS,CR2
27161,2018-09-28 09:55:00+03,2018-09-28 11:10:00+03,UFA,OVS,CR2
27162,2018-09-08 09:55:00+03,2018-09-08 11:10:00+03,UFA,OVS,CR2
27163,2018-08-04 09:55:00+03,2018-08-04 11:10:00+03,UFA,OVS,CR2
27164,2018-07-24 09:55:00+03,2018-07-24 11:10:00+03,UFA,OVS,CR2
27165,2018-09-26 09:55:00+03,2018-09-26 11:10:00+03,UFA,OVS,CR2
27166,2018-08-28 09:55:00+03,2018-08-28 11:10:00+03,UFA,OVS,CR2
27167,2018-08-17 09:55:00+03,2018-08-17 11:10:00+03,UFA,OVS,CR2
27168,2018-10-21 09:55:00+03,2018-10-21 11:10:00+03,UFA,OVS,CR2
27169,2018-07-20 09:55:00+03,2018-07-20 11:10:00+03,UFA,OVS,CR2
27170,2018-07-15 09:55:00+03,2018-07-15 11:10:00+03,UFA,OVS,CR2
27171,2018-10-13 09:55:00+03,2018-10-13 11:10:00+03,UFA,OVS,CR2
27172,2018-11-09 09:55:00+03,2018-11-09 11:10:00+03,UFA,OVS,CR2
27173,2018-08-30 09:55:00+03,2018-08-30 11:10:00+03,UFA,OVS,CR2
27174,2018-10-28 09:55:00+03,2018-10-28 11:10:00+03,UFA,OVS,CR2
27175,2018-08-27 09:55:00+03,2018-08-27 11:10:00+03,UFA,OVS,CR2
27176,2018-10-11 09:55:00+03,2018-10-11 11:10:00+03,UFA,OVS,CR2
27177,2018-10-07 09:55:00+03,2018-10-07 11:10:00+03,UFA,OVS,CR2
27178,2018-09-06 09:55:00+03,2018-09-06 11:10:00+03,UFA,OVS,CR2
27179,2018-10-09 09:55:00+03,2018-10-09 11:10:00+03,UFA,OVS,CR2
27180,2018-11-04 09:55:00+03,2018-11-04 11:10:00+03,UFA,OVS,CR2
27181,2018-08-23 09:55:00+03,2018-08-23 11:10:00+03,UFA,OVS,CR2
27182,2018-09-25 09:55:00+03,2018-09-25 11:10:00+03,UFA,OVS,CR2
27183,2018-10-24 09:55:00+03,2018-10-24 11:10:00+03,UFA,OVS,CR2
27184,2018-08-02 09:55:00+03,2018-08-02 11:10:00+03,UFA,OVS,CR2
27185,2018-10-16 09:55:00+03,2018-10-16 11:10:00+03,UFA,OVS,CR2
27186,2018-08-01 09:55:00+03,2018-08-01 11:10:00+03,UFA,OVS,CR2
27187,2018-10-26 09:55:00+03,2018-10-26 11:10:00+03,UFA,OVS,CR2
27188,2018-11-02 09:55:00+03,2018-11-02 11:10:00+03,UFA,OVS,CR2
27189,2018-10-06 09:55:00+03,2018-10-06 11:10:00+03,UFA,OVS,CR2
27190,2018-10-02 09:55:00+03,2018-10-02 11:10:00+03,UFA,OVS,CR2
27191,2018-10-08 09:55:00+03,2018-10-08 11:10:00+03,UFA,OVS,CR2
27192,2018-10-15 09:55:00+03,2018-10-15 11:10:00+03,UFA,OVS,CR2
27193,2018-10-25 09:55:00+03,2018-10-25 11:10:00+03,UFA,OVS,CR2
27194,2018-08-07 09:55:00+03,2018-08-07 11:10:00+03,UFA,OVS,CR2
27195,2018-08-03 09:55:00+03,2018-08-03 11:10:00+03,UFA,OVS,CR2
27196,2018-11-06 09:55:00+03,2018-11-06 11:10:00+03,UFA,OVS,CR2
27197,2018-09-09 09:55:00+03,2018-09-09 11:10:00+03,UFA,OVS,CR2
27198,2018-10-22 09:55:00+03,2018-10-22 11:10:00+03,UFA,OVS,CR2
27199,2018-09-15 09:55:00+03,2018-09-15 11:10:00+03,UFA,OVS,CR2
27200,2018-09-30 09:55:00+03,2018-09-30 11:10:00+03,UFA,OVS,CR2
27201,2018-10-31 09:55:00+03,2018-10-31 11:10:00+03,UFA,OVS,CR2
27202,2018-11-11 09:55:00+03,2018-11-11 11:10:00+03,UFA,OVS,CR2
27203,2018-08-21 09:55:00+03,2018-08-21 11:10:00+03,UFA,OVS,CR2
27204,2018-08-10 09:55:00+03,2018-08-10 11:10:00+03,UFA,OVS,CR2
27205,2018-09-03 09:55:00+03,2018-09-03 11:10:00+03,UFA,OVS,CR2
27206,2018-07-26 09:55:00+03,2018-07-26 11:10:00+03,UFA,OVS,CR2
27207,2018-09-01 09:55:00+03,2018-09-01 11:10:00+03,UFA,OVS,CR2
27208,2018-10-03 09:55:00+03,2018-10-03 11:10:00+03,UFA,OVS,CR2
27209,2018-11-08 09:55:00+03,2018-11-08 11:10:00+03,UFA,OVS,CR2
27210,2018-10-18 09:55:00+03,2018-10-18 11:10:00+03,UFA,OVS,CR2
27211,2018-07-31 09:55:00+03,2018-07-31 11:10:00+03,UFA,OVS,CR2
27212,2018-08-13 09:55:00+03,2018-08-13 11:10:00+03,UFA,OVS,CR2
27213,2018-08-25 09:55:00+03,2018-08-25 11:10:00+03,UFA,OVS,CR2
27214,2018-09-20 09:55:00+03,2018-09-20 11:10:00+03,UFA,OVS,CR2
27215,2018-08-12 09:55:00+03,2018-08-12 11:10:00+03,UFA,OVS,CR2
27216,2018-09-13 09:55:00+03,2018-09-13 11:10:00+03,UFA,OVS,CR2
27217,2018-10-20 09:55:00+03,2018-10-20 11:10:00+03,UFA,OVS,CR2
27218,2018-09-22 09:55:00+03,2018-09-22 11:10:00+03,UFA,OVS,CR2
27219,2018-07-17 09:55:00+03,2018-07-17 11:10:00+03,UFA,OVS,CR2
27220,2018-11-01 09:55:00+03,2018-11-01 11:10:00+03,UFA,OVS,CR2
27221,2018-07-21 09:55:00+03,2018-07-21 11:10:00+03,UFA,OVS,CR2
27222,2018-08-18 09:55:00+03,2018-08-18 11:10:00+03,UFA,OVS,CR2
27223,2018-08-24 09:55:00+03,2018-08-24 11:10:00+03,UFA,OVS,CR2
27224,2018-10-23 09:55:00+03,2018-10-23 11:10:00+03,UFA,OVS,CR2
27225,2018-10-10 09:55:00+03,2018-10-10 11:10:00+03,UFA,OVS,CR2
27226,2018-09-07 09:55:00+03,2018-09-07 11:10:00+03,UFA,OVS,CR2
27227,2018-08-20 09:55:00+03,2018-08-20 11:10:00+03,UFA,OVS,CR2
27228,2018-08-05 09:55:00+03,2018-08-05 11:10:00+03,UFA,OVS,CR2
27229,2018-09-19 09:55:00+03,2018-09-19 11:10:00+03,UFA,OVS,CR2
27230,2018-08-09 09:55:00+03,2018-08-09 11:10:00+03,UFA,OVS,CR2
27231,2018-10-01 09:55:00+03,2018-10-01 11:10:00+03,UFA,OVS,CR2
27232,2018-07-18 09:55:00+03,2018-07-18 11:10:00+03,UFA,OVS,CR2
27233,2018-09-29 09:55:00+03,2018-09-29 11:10:00+03,UFA,OVS,CR2
27234,2018-08-22 09:55:00+03,2018-08-22 11:10:00+03,UFA,OVS,CR2
27235,2018-09-14 09:55:00+03,2018-09-14 11:10:00+03,UFA,OVS,CR2
27236,2018-09-05 09:55:00+03,2018-09-05 11:10:00+03,UFA,OVS,CR2
27237,2018-11-10 09:55:00+03,2018-11-10 11:10:00+03,UFA,OVS,CR2
27238,2018-08-31 09:55:00+03,2018-08-31 11:10:00+03,UFA,OVS,CR2
27239,2018-09-23 09:55:00+03,2018-09-23 11:10:00+03,UFA,OVS,CR2
27240,2018-10-27 09:55:00+03,2018-10-27 11:10:00+03,UFA,OVS,CR2
27241,2018-08-19 09:55:00+03,2018-08-19 11:10:00+03,UFA,OVS,CR2
27242,2018-08-14 09:55:00+03,2018-08-14 11:10:00+03,UFA,OVS,CR2
27243,2018-09-04 09:55:00+03,2018-09-04 11:10:00+03,UFA,OVS,CR2
27244,2018-07-23 09:55:00+03,2018-07-23 11:10:00+03,UFA,OVS,CR2
27245,2018-10-29 09:55:00+03,2018-10-29 11:10:00+03,UFA,OVS,CR2
27246,2018-09-18 09:55:00+03,2018-09-18 11:10:00+03,UFA,OVS,CR2
27247,2018-08-26 09:55:00+03,2018-08-26 11:10:00+03,UFA,OVS,CR2
27248,2018-09-02 09:55:00+03,2018-09-02 11:10:00+03,UFA,OVS,CR2
27249,2018-10-04 09:55:00+03,2018-10-04 11:10:00+03,UFA,OVS,CR2
27250,2018-09-16 09:55:00+03,2018-09-16 11:10:00+03,UFA,OVS,CR2
27251,2018-11-05 09:55:00+03,2018-11-05 11:10:00+03,UFA,OVS,CR2
27252,2018-07-25 09:55:00+03,2018-07-25 11:10:00+03,UFA,OVS,CR2
27253,2018-10-30 09:55:00+03,2018-10-30 11:10:00+03,UFA,OVS,CR2
27254,2018-09-17 09:55:00+03,2018-09-17 11:10:00+03,UFA,OVS,CR2
27255,2018-08-16 09:55:00+03,2018-08-16 11:10:00+03,UFA,OVS,CR2
27256,2018-11-03 09:55:00+03,2018-11-03 11:10:00+03,UFA,OVS,CR2
27257,2018-09-27 09:55:00+03,2018-09-27 11:10:00+03,UFA,OVS,CR2
27258,2018-07-30 09:55:00+03,2018-07-30 11:10:00+03,UFA,OVS,CR2
27259,2018-10-30 07:15:00+03,2018-10-30 07:40:00+03,UFA,REN,CR2
27260,2018-11-08 07:15:00+03,2018-11-08 07:40:00+03,UFA,REN,CR2
27261,2018-07-24 07:15:00+03,2018-07-24 07:40:00+03,UFA,REN,CR2
27262,2018-08-07 07:15:00+03,2018-08-07 07:40:00+03,UFA,REN,CR2
27263,2018-08-20 07:15:00+03,2018-08-20 07:40:00+03,UFA,REN,CR2
27264,2018-07-17 07:15:00+03,2018-07-17 07:40:00+03,UFA,REN,CR2
27265,2018-07-20 07:15:00+03,2018-07-20 07:40:00+03,UFA,REN,CR2
27266,2018-11-12 07:15:00+03,2018-11-12 07:40:00+03,UFA,REN,CR2
27267,2018-08-14 07:15:00+03,2018-08-14 07:40:00+03,UFA,REN,CR2
27268,2018-07-29 07:15:00+03,2018-07-29 07:40:00+03,UFA,REN,CR2
27269,2018-09-12 07:15:00+03,2018-09-12 07:40:00+03,UFA,REN,CR2
27270,2018-10-24 07:15:00+03,2018-10-24 07:40:00+03,UFA,REN,CR2
27271,2018-08-21 07:15:00+03,2018-08-21 07:40:00+03,UFA,REN,CR2
27272,2018-10-05 07:15:00+03,2018-10-05 07:40:00+03,UFA,REN,CR2
27273,2018-09-16 07:15:00+03,2018-09-16 07:40:00+03,UFA,REN,CR2
27274,2018-10-10 07:15:00+03,2018-10-10 07:40:00+03,UFA,REN,CR2
27275,2018-09-26 07:15:00+03,2018-09-26 07:40:00+03,UFA,REN,CR2
27276,2018-08-15 07:15:00+03,2018-08-15 07:40:00+03,UFA,REN,CR2
27277,2018-09-02 07:15:00+03,2018-09-02 07:40:00+03,UFA,REN,CR2
27278,2018-07-23 07:15:00+03,2018-07-23 07:40:00+03,UFA,REN,CR2
27279,2018-09-22 07:15:00+03,2018-09-22 07:40:00+03,UFA,REN,CR2
27280,2018-08-25 07:15:00+03,2018-08-25 07:40:00+03,UFA,REN,CR2
27281,2018-09-19 07:15:00+03,2018-09-19 07:40:00+03,UFA,REN,CR2
27282,2018-10-31 07:15:00+03,2018-10-31 07:40:00+03,UFA,REN,CR2
27283,2018-08-03 07:15:00+03,2018-08-03 07:40:00+03,UFA,REN,CR2
27284,2018-07-15 07:15:00+03,2018-07-15 07:40:00+03,UFA,REN,CR2
27285,2018-08-08 07:15:00+03,2018-08-08 07:40:00+03,UFA,REN,CR2
27286,2018-11-05 07:15:00+03,2018-11-05 07:40:00+03,UFA,REN,CR2
27287,2018-10-20 07:15:00+03,2018-10-20 07:40:00+03,UFA,REN,CR2
27288,2018-10-12 07:15:00+03,2018-10-12 07:40:00+03,UFA,REN,CR2
27289,2018-09-24 07:15:00+03,2018-09-24 07:40:00+03,UFA,REN,CR2
27290,2018-10-28 07:15:00+03,2018-10-28 07:40:00+03,UFA,REN,CR2
27291,2018-09-07 07:15:00+03,2018-09-07 07:40:00+03,UFA,REN,CR2
27292,2018-09-10 07:15:00+03,2018-09-10 07:40:00+03,UFA,REN,CR2
27293,2018-10-17 07:15:00+03,2018-10-17 07:40:00+03,UFA,REN,CR2
27294,2018-08-28 07:15:00+03,2018-08-28 07:40:00+03,UFA,REN,CR2
27295,2018-07-16 07:15:00+03,2018-07-16 07:40:00+03,UFA,REN,CR2
27296,2018-10-14 07:15:00+03,2018-10-14 07:40:00+03,UFA,REN,CR2
27297,2018-09-03 07:15:00+03,2018-09-03 07:40:00+03,UFA,REN,CR2
27298,2018-08-01 07:15:00+03,2018-08-01 07:40:00+03,UFA,REN,CR2
27299,2018-08-13 07:15:00+03,2018-08-13 07:40:00+03,UFA,REN,CR2
27300,2018-08-04 07:15:00+03,2018-08-04 07:40:00+03,UFA,REN,CR2
27301,2018-08-22 07:15:00+03,2018-08-22 07:40:00+03,UFA,REN,CR2
27302,2018-10-27 07:15:00+03,2018-10-27 07:40:00+03,UFA,REN,CR2
27303,2018-07-28 07:15:00+03,2018-07-28 07:40:00+03,UFA,REN,CR2
27304,2018-09-25 07:15:00+03,2018-09-25 07:40:00+03,UFA,REN,CR2
27305,2018-09-28 07:15:00+03,2018-09-28 07:40:00+03,UFA,REN,CR2
27306,2018-10-11 07:15:00+03,2018-10-11 07:40:00+03,UFA,REN,CR2
27307,2018-11-02 07:15:00+03,2018-11-02 07:40:00+03,UFA,REN,CR2
27308,2018-10-07 07:15:00+03,2018-10-07 07:40:00+03,UFA,REN,CR2
27309,2018-10-15 07:15:00+03,2018-10-15 07:40:00+03,UFA,REN,CR2
27310,2018-08-30 07:15:00+03,2018-08-30 07:40:00+03,UFA,REN,CR2
27311,2018-11-09 07:15:00+03,2018-11-09 07:40:00+03,UFA,REN,CR2
27312,2018-09-11 07:15:00+03,2018-09-11 07:40:00+03,UFA,REN,CR2
27313,2018-11-11 07:15:00+03,2018-11-11 07:40:00+03,UFA,REN,CR2
27314,2018-09-23 07:15:00+03,2018-09-23 07:40:00+03,UFA,REN,CR2
27315,2018-07-22 07:15:00+03,2018-07-22 07:40:00+03,UFA,REN,CR2
27316,2018-07-30 07:15:00+03,2018-07-30 07:40:00+03,UFA,REN,CR2
27317,2018-10-25 07:15:00+03,2018-10-25 07:40:00+03,UFA,REN,CR2
27318,2018-10-23 07:15:00+03,2018-10-23 07:40:00+03,UFA,REN,CR2
27319,2018-07-18 07:15:00+03,2018-07-18 07:40:00+03,UFA,REN,CR2
27320,2018-08-19 07:15:00+03,2018-08-19 07:40:00+03,UFA,REN,CR2
27321,2018-10-19 07:15:00+03,2018-10-19 07:40:00+03,UFA,REN,CR2
27322,2018-07-25 07:15:00+03,2018-07-25 07:40:00+03,UFA,REN,CR2
27323,2018-11-06 07:15:00+03,2018-11-06 07:40:00+03,UFA,REN,CR2
27324,2018-09-13 07:15:00+03,2018-09-13 07:40:00+03,UFA,REN,CR2
27325,2018-08-17 07:15:00+03,2018-08-17 07:40:00+03,UFA,REN,CR2
27326,2018-08-23 07:15:00+03,2018-08-23 07:40:00+03,UFA,REN,CR2
27327,2018-11-03 07:15:00+03,2018-11-03 07:40:00+03,UFA,REN,CR2
27328,2018-09-27 07:15:00+03,2018-09-27 07:40:00+03,UFA,REN,CR2
27329,2018-10-03 07:15:00+03,2018-10-03 07:40:00+03,UFA,REN,CR2
27330,2018-08-27 07:15:00+03,2018-08-27 07:40:00+03,UFA,REN,CR2
27331,2018-08-09 07:15:00+03,2018-08-09 07:40:00+03,UFA,REN,CR2
27332,2018-09-29 07:15:00+03,2018-09-29 07:40:00+03,UFA,REN,CR2
27333,2018-09-09 07:15:00+03,2018-09-09 07:40:00+03,UFA,REN,CR2
27334,2018-09-06 07:15:00+03,2018-09-06 07:40:00+03,UFA,REN,CR2
